YEAR,LOC,X04_PRCP,X05_PRCP,X06_PRCP,X07_PRCP,X08_PRCP,X09_PRCP,X10_PRCP,X04_TAVG,X05_TAVG,X06_TAVG,X07_TAVG,X08_TAVG,X09_TAVG,X10_TAVG,X04_DP01,X05_DP01,X06_DP01,X07_DP01,X08_DP01,X09_DP01,X10_DP01,X04_DP10,X05_DP10,X06_DP10,X07_DP10,X08_DP10,X09_DP10,X10_DP10,X04_HTDD,X05_HTDD,X06_HTDD,X07_HTDD,X08_HTDD,X09_HTDD,X10_HTDD,X04_CLDD,X05_CLDD,X06_CLDD,X07_CLDD,X08_CLDD,X09_CLDD,X10_CLDD,cfvo_0_5cm,cfvo_5_15cm,cfvo_15_30cm,cfvo_30_60cm,cfvo_60_100cm,cfvo_100_200cm,clay_0_5cm,clay_5_15cm,clay_15_30cm,clay_30_60cm,clay_60_100cm,clay_100_200cm,silt_0_5cm,silt_5_15cm,silt_15_30cm,silt_30_60cm,silt_60_100cm,silt_100_200cm,nitrogen_0_5cm,nitrogen_5_15cm,nitrogen_15_30cm,nitrogen_30_60cm,nitrogen_60_100cm,nitrogen_100_200cm,sand_0_5cm,sand_5_15cm,sand_15_30cm,sand_30_60cm,sand_60_100cm,sand_100_200cm,phh2o_0_5cm,phh2o_5_15cm,phh2o_15_30cm,phh2o_30_60cm,phh2o_60_100cm,phh2o_100_200cm,soc_0_5cm,soc_5_15cm,soc_15_30cm,soc_30_60cm,soc_60_100cm,soc_100_200cm
2008,MNRA,175.8,96.4,225.6,76.6,52.1,94.85294118,57.1,5.11,11.77,18.59,21.02,19.12,17.08705882,10.38,17,10,11,7,10,10,7.705882353,9,5,9,6,4,5,5.294117647,396.6,196.7,18.8,1.4,17.8,69.98235294,255.0294118,0,0,26.6,84.8,42.3,18.6,5.223529412,11,11,12,15,43,65,234,237,255,276,244,216,450,450,438,379,211,197,608,251,165,82,57,58,316,313,307,346,545,587,62,62,58,56,58,67,400,251,126,95,67,42
2005,ONTA,131.9,19,72.5,89,66.2,94.97058824,48.66470588,6.12,10.41,20.65,21.29,20.12,16.93352941,10.30117647,14,12,19,25,26,12,6.647058824,8,2,6,7,7,5,3.882352941,366.3,245.6,23.9,9.5,10.8,76.94705882,264.6882353,0,0,93.5,101.1,66.3,23.1,4.441176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2006,ONTA,73.5,62.4,31.9,58,29.4,59.45882353,52.03529412,6.6,13.05,17.33,21.81,19.11,17.14764706,9.957058824,12,9,8,9,7,17,6.941176471,8,8,3,7,3,8,4.588235294,352.1,180.9,60.5,5.9,26.6,77.02352941,260.0058824,0,17.1,30.4,113.8,50.8,2.4,5.294117647,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2008,ONTA,39.9,76.4,78.2,122.3,110.5,71.04117647,58,7.88,9.91,18,19.64,17.68,16.99411765,10.09,8,15,17,13,9,9,8.117647059,4,6,6,8,5,7,5.529411765,313.7,262.1,51.4,12.5,43.2,75.81176471,258.3529412,0,1,41.4,53.1,22.8,5.5,5.494117647,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2000,IASG,92,96.7,168.5,147.3,64.9,97.1,57.03529412,9.04,15.43588235,19.21,22.25941176,22,17.29,11.27705882,7,10,13,9,6,10,5,7,10,13,7,6,7,4,241.7,103.4647059,30.9,1.658823529,3.4,83.3,210.1235294,0,18.20588235,52.6,117.9176471,117,56.1,5.611764706,6,7,7,8,16,27,265,269,267,272,285,316,605,599,596,588,545,472,561,249,180,121,95,68,130,132,137,140,170,212,66,66,64,61,60,61,319,268,193,252,78,76
2001,IASG,73.4,169.6,97.2,104.1,93.2,116.3,75.21764706,11.51,15.91,19.35,22.84,21.2,17.54294118,10.91941176,9,15,8,6,7,8,8.117647059,9,12,7,5,7,6,5.235294118,202.8,94.4,39.8,1.7,12,65.44705882,227.5,8.1,30.2,69.2,135.6,91.4,14.4,3.335294118,6,7,7,8,16,27,265,269,267,272,285,316,605,599,596,588,545,472,561,249,180,121,95,68,130,132,137,140,170,212,66,66,64,61,60,61,319,268,193,252,78,76
2003,IASG,98.8,76.4,126.4,141.1,10.6,119.7,58.9,9.61,12.92,18.72,21.91,22.59764706,15.31,10.72882353,7,5,9,8,2,7,5.529411765,6,4,9,8,1,5,3.588235294,255.6,166.6,37.9,4.2,1.382352941,114.9,236.6882353,7.2,2.5,51.7,111.3,134.9235294,24.4,0,6,7,7,8,16,27,265,269,267,272,285,316,605,599,596,588,545,472,561,249,180,121,95,68,130,132,137,140,170,212,66,66,64,61,60,61,319,268,193,252,78,76
2004,IASG,33.7,148.8411765,92.65294118,62.9,124.4,17.2,81.56470588,9.3,15.85,19.48,20.84,18.33,18.04,10.33294118,6,12.23529412,9.529411765,8,8.705882353,3,8,4,9.470588235,6.823529412,7,6.588235294,2,6,258.8,91.5,32.5,9.2,51.9,52.4,243.9058824,3,18.3,66.8,82.8,51.9,43.5,0,6,7,7,8,16,27,265,269,267,272,285,316,605,599,596,588,545,472,561,249,180,121,95,68,130,132,137,140,170,212,66,66,64,61,60,61,319,268,193,252,78,76
2005,IASG,81.38823529,56.6,81,47.6,117.6,68.53529412,72.65294118,10.74,13.36,22.66,23,21.28,16.96411765,10.23235294,9.764705882,7,6,7,7,6,7.294117647,6.882352941,7,6,6,7,6,4.705882353,217.6,146.2,3.3,4.2,5,41.8,234.8117647,1.1,5.9,133,148.8,96.4,55.7,4.835294118,6,7,7,8,16,27,265,269,267,272,285,316,605,599,596,588,545,472,561,249,180,121,95,68,130,132,137,140,170,212,66,66,64,61,60,61,319,268,193,252,78,76
2008,IASG,206.4,213.8,232.3,253,65.7,159.3,63.81764706,8.14,13.02,20.15,22.11,20.11,17.05647059,10.76117647,14,10,15,12,8,11,6.470588235,13,8,13,10,4,9,4.352941176,305.8,157.9,9.1,0.3,5.9,75.77058824,222.4294118,0,3.4,63.7,114.1,59.2,24.1,3.629411765,6,7,7,8,16,27,265,269,267,272,285,316,605,599,596,588,545,472,561,249,180,121,95,68,130,132,137,140,170,212,66,66,64,61,60,61,319,268,193,252,78,76
2001,ILMO,82.21176471,96.4,73.81764706,101.9647059,96.96470588,96.9,62.24705882,12.02235294,17.38588235,21.66823529,23.77470588,23.21647059,19.45941176,11.14588235,9.235294118,11.41176471,8.941176471,8.941176471,8.411764706,6.470588235,7.470588235,6.470588235,7.235294118,5.529411765,6.058823529,6.176470588,4.529411765,4.411764706,190.7941176,72.36470588,11.81764706,0.617647059,3,38.81764706,211.9117647,8.935294118,44.60588235,105.3058824,167.1882353,154.3176471,61.44117647,12.14705882,24,25,26,26,37,52,341,335,307,319,340,260,350,352,355,354,322,275,776,323,225,166,115,110,308,313,338,327,338,465,63,63,63,64,67,69,511,283,174,164,54,50
2002,ILMO,82.21176471,96.4,73.81764706,101.9647059,96.96470588,96.9,59.15882353,12.17411765,17.29,21.72705882,23.98470588,23.21647059,19.45941176,11.14588235,9.117647059,11.41176471,8.764705882,8.941176471,8.411764706,6.470588235,7.294117647,6.470588235,7.235294118,5.470588235,6.058823529,6.294117647,4.529411765,4.352941176,187.1235294,75.35882353,11.15294118,0.523529412,3,38.81764706,211.9117647,9.247058824,44.48235294,104.6588235,174.1117647,154.5941176,61.44117647,12.14705882,24,25,26,26,37,52,341,335,307,319,340,260,350,352,355,354,322,275,776,323,225,166,115,110,308,313,338,327,338,465,63,63,63,64,67,69,511,283,174,164,54,50
2004,ILMO,82.45294118,100.7176471,77.61764706,106.7764706,84.25294118,96.9,57.70588235,11.84411765,16.98352941,21.68,23.84294118,23.34823529,19.45941176,11.14588235,9.588235294,11.88235294,9.294117647,9.411764706,8.176470588,6.764705882,7,6.235294118,7.705882353,5.823529412,6.294117647,5.705882353,4.823529412,4.058823529,193.9705882,81.03529412,10.9,0.511764706,2.982352941,35.2,211.9117647,7.470588235,40.94705882,103.7588235,169.4705882,147.3941176,63,12.26470588,24,25,26,26,37,52,341,335,307,319,340,260,350,352,355,354,322,275,776,323,225,166,115,110,308,313,338,327,338,465,63,63,63,64,67,69,511,283,174,164,54,50
2008,ILHR,131.9,59.5,155.8,218.5,34.6,126.4,60.8,10.10529412,15.89176471,21.19,22.99235294,22.42411765,17.98235294,11.58941176,12,9,17,11,8,9,10,10,4,12,8,4,6,6,243.6,100.0470588,15.13529412,1.447058824,2.382352941,64.14705882,197.6764706,3.558823529,26.97058824,97.84117647,141.8705882,133.7411765,55.08235294,8.747058824,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2002,WIGR,64.46470588,130.2941176,136.4176471,96.16470588,114.9411765,53.22352941,64.74117647,8.911764706,13.92470588,19.19,21.86823529,20.92882353,18.6,10.28941176,8.823529412,13.35294118,12.35294118,9.117647059,8.235294118,7.117647059,7.588235294,5.352941176,10.11764706,8.235294118,6.117647059,5.352941176,4.882352941,5.588235294,281.3764706,146.7882353,32.47058824,5.764705882,13.56470588,55.05882353,221.8176471,3,14.31176471,58.42352941,112.8764706,93.28823529,35.83529412,15.61176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2007,MITE,60.9,94.57647059,100.6,93.3,62.44705882,103.0941176,61.42941176,8.675882353,13.27176471,19.62117647,21.72941176,20.35235294,16.79470588,10.72705882,8.294117647,12.11764706,11,9.058823529,8.352941176,7.176470588,8.352941176,5.705882353,7.941176471,7.235294118,6,5,5.647058824,5.470588235,283.9764706,162.3705882,28.42941176,7.005882353,16.21176471,73.42941176,247.6823529,1.729411765,10.99411765,65.7,111.0411765,82.32941176,35.66470588,5.535294118,88,89,94,112,153,178,185,182,208,208,211,182,278,277,270,264,253,266,875,415,420,407,348,337,536,541,522,528,535,552,63,63,63,64,66,71,398,252,144,88,140,88
2008,MITE,48.6,68.8,120.8,114.2,23,113.1235294,60.42352941,10.04,12.94,20.28,21.29,20.4,17.03058824,10.22117647,10,9,18,12,8,11,7.294117647,7,7,12,6,4,9,4.294117647,241,163.2,15.5,4.5,4.2,75.01764706,245.7705882,0,3.6,73.9,96.1,68.5,22.8,7.117647059,88,89,94,112,153,178,185,182,208,208,211,182,278,277,270,264,253,266,875,415,420,407,348,337,536,541,522,528,535,552,63,63,63,64,66,71,398,252,144,88,140,88
2004,INRL,100.9235294,127.4882353,97.65882353,93.81176471,97.43529412,101.3117647,85.51176471,11.15411765,17.10294118,21.16705882,23.06235294,22.38823529,18.93117647,10.75352941,10.35294118,11.05882353,9.176470588,8.882352941,8.352941176,6.823529412,8.823529412,7.176470588,8.823529412,6.764705882,5.941176471,5.647058824,4.882352941,5.882352941,215.3647059,84.6,15.05882353,2.182352941,7.135294118,40.77058824,230.1764706,6.576470588,46.91176471,98.32352941,146.0176471,131.4705882,56.28823529,9.135294118,18,18,18,20,42,51,262,277,310,348,316,306,638,625,598,567,579,446,323,151,102,71,60,58,101,98,92,85,105,247,60,60,59,58,61,69,372,172,96,58,56,69
2008,ONBL,73.3,84.3,131.5,98.4,155,82.71764706,77.64117647,6.83,8.8,17.26,19.56,18.82,17.17705882,10.09,8,12,18,8,9,9,8.882352941,5,10,11,7,7,5,5.882352941,345.1,295.5,63.6,20,21,67.98235294,253.5352941,0,0,31.2,58,36.2,8.8,6.664705882,60,59,63,69,107,127,222,231,232,249,262,271,450,455,457,433,424,388,862,362,208,178,166,171,327,314,311,318,313,341,61,61,62,62,63,65,965,480,313,241,213,222
2002,IAGR,87.7,73.8,147.1,90.1,140.1,77.31176471,77.57647059,8.31,12.97,21.43,24.11,20.73,17.28176471,10.65588235,13,13,9,9,8,6,7.705882353,9,9,7,6,5,4,5,306.9,178.9,16.9,0.3,11.1,73.04117647,219.5235294,6.1,12.6,109.9,179.5,85.3,49.7,3.529411765,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,IAGR,80.28235294,139.8470588,94.5,102.7941176,101.8588235,100.3176471,53.00588235,9.46,14.90352941,20.53764706,22.78882353,21.27058824,18.36823529,11.66470588,9,13.11764706,9.647058824,8.647058824,8.647058824,7.058823529,6.705882353,6.294117647,9.176470588,6.882352941,6.058823529,5.529411765,4.941176471,4.294117647,269.5117647,123.7058824,20.64705882,3.211764706,12.78823529,65.44705882,208.7294118,6.594117647,20.39411765,84.69411765,137.3470588,101.3764706,41.81176471,18.52941176,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,MIBR,64.4,151,65,50.6,103.4,80.23529412,87.43529412,9.31,15.67,19.19,21.48,21.66,17.68176471,10.02647059,13,13,11,5,9,14,8.941176471,8,9,7,3,8,8,5.705882353,270.7,99.3,47,14.5,3.9,65.56470588,250.2882353,0,16.6,72.8,112,106.9,12.6,7.594117647,19,22,19,23,31,34,232,254,282,290,285,280,333,323,310,312,326,337,1347,436,368,384,329,265,435,423,408,398,389,383,66,67,68,69,74,76,576,259,166,138,129,66
2004,KSHO,58.4,20.2,70.2,161.1,24.2,127.7882353,56.84117647,10.87,17.58,20.18,22.86,21.52,17.97058824,11.00529412,10,8,11,10,4,5,7.411764706,5,2,7,9,2,5,4.647058824,226.3,81.6,25.2,8.8,9.5,64.2,230.6235294,2.5,58.2,80.7,145.2,108.3,93.9,6.158823529,9,8,8,8,6,6,253,255,275,283,273,239,567,566,557,551,550,564,175,147,107,78,58,38,180,179,168,166,177,197,66,67,70,76,80,81,165,121,87,53,34,18
2005,KSHO,106.1,76,107.4,135.4,54.7,127.3117647,76.6,10.79,15.97,22.14,25.12,23.55,18.83352941,10.88588235,9,7,7,5,12,2,8.294117647,5,5,6,5,8,1,5.058823529,227.8,108.6,15.2,2.2,0.9,45.93529412,229.4647059,1.5,35.5,129.3,212.7,162.5,102.9,8.770588235,9,8,8,8,6,6,253,255,275,283,273,239,567,566,557,551,550,564,175,147,107,78,58,38,180,179,168,166,177,197,66,67,70,76,80,81,165,121,87,53,34,18
2006,KSHO,15.3,60.5,135.8,20.1,66.3,77.75882353,79.34705882,12.82,17.52,23.09,26.23,23.94,18.93058824,10.83411765,4,9,13,3,10,5,7.882352941,2,4,6,3,5,5,5.117647059,172.2,85.3,0,0,2.5,48.61764706,224.1058824,6.9,60,142.6,244.9,170.3,21.7,15.08235294,9,8,8,8,6,6,253,255,275,283,273,239,567,566,557,551,550,564,175,147,107,78,58,38,180,179,168,166,177,197,66,67,70,76,80,81,165,121,87,53,34,18
2007,KSHO,66.1,53.6,44.7,30,96.4,73.11764706,71.70588235,8.58,17.5,21.14,24.94,26.32,18.66352941,10.85352941,10,6,4,6,11,5,6.823529412,8,3,3,5,5,4,4.294117647,296,47,10.6,0,0,46.42941176,237.6117647,3.4,21.2,94.6,204.9,247.6,80.1,9.194117647,9,8,8,8,6,6,253,255,275,283,273,239,567,566,557,551,550,564,175,147,107,78,58,38,180,179,168,166,177,197,66,67,70,76,80,81,165,121,87,53,34,18
2001,IAHA,80.5,250.4,71.6,57,62.3,86.35882353,72.62352941,11.8,16.09,20.91,24.7,22.38,18.66294118,10.99647059,12,18,8,8,9,10,8.529411765,8,14,7,3,4,5,5.058823529,207.1,100.3,21.7,1.6,4.5,52.31176471,230.1294118,11.1,30.7,98.9,199,129.8,27.8,6.435294118,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2002,IAHA,99.8,109.5,47.3,57,147.1,86.74117647,81.56470588,9.7,14.39,23.18,24.76,21.63,17.42588235,10.42235294,14,10,5,6,9,9,8.235294118,9,7,3,6,8,6,5.352941176,266,146.7,3,0,7.2,61.14117647,222.0058824,7,24.4,148.3,199.3,109.4,62,5.241176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,IAHA,110.8,136.5,69.5,63.6,5.4,97.19411765,78.76470588,10.47,14.11,19.77,23.08,23.68,17.02294118,11.05,11,16,11,7,4,4,7,8,11,8,6,1,3,4.764705882,244.9,137.4,25.9,0.3,1.1,76.82941176,219.5588235,8.9,7.2,69,147.4,166.9,29,2.729411765,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2004,IAHA,43.4,229.2,62.5,131.9,72.3,126.3882353,84.75294118,10.67,16.08,19.31,21.18,19.2,17.62235294,10.38941176,4,15,11,14,7,5,8.352941176,3,11,4,8,2,3,5.411764706,235.9,105.3,27.5,10.5,33.9,61.02352941,227.3941176,6.1,35.5,56.8,98.8,60.6,68.6,3.676470588,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,IAHC,83.37647059,144.5117647,94.61176471,103.1588235,99.37647059,89.95882353,59.31764706,10.28647059,14.85529412,20.61,22.91176471,21.30117647,17.83823529,11.66470588,9.176470588,12.52941176,10.11764706,8.882352941,8.352941176,6.529411765,6.529411765,7,8.588235294,7.117647059,6.352941176,5.294117647,4.176470588,4.117647059,244.5,126.7235294,20.21176471,2.870588235,11.7,72.41176471,208.7294118,6.458823529,21.01764706,86.54117647,142.3058824,101.8176471,40.34117647,8.764705882,23,22,23,30,33,39,316,323,309,310,312,275,428,426,431,421,391,406,422,290,252,142,91,65,256,251,260,269,296,319,64,64,64,65,69,73,367,284,206,140,50,18
2004,IAHC,92.55882353,139.6588235,96.93529412,99.75294118,98.75294118,89.92941176,53.02352941,10.20941176,14.80176471,20.74,22.89058824,21.23764706,18.02882353,11.66470588,9.117647059,12.05882353,10.11764706,8.529411765,8.235294118,6.411764706,6.235294118,7.117647059,8.235294118,7.294117647,6.176470588,5.294117647,4.176470588,3.882352941,246.5823529,127.2411765,17.01176471,2.694117647,11.44117647,72.41176471,208.7294118,6.376470588,20.07647059,87.88823529,142.1411765,100.1529412,40.26470588,8.764705882,23,22,23,30,33,39,316,323,309,310,312,275,428,426,431,421,391,406,422,290,252,142,91,65,256,251,260,269,296,319,64,64,64,65,69,73,367,284,206,140,50,18
2006,IAHC,91.97647059,131.7941176,99.28823529,103.3294118,104.5411765,89.92941176,50.24705882,9.86,14.63529412,20.75764706,22.79470588,21.31058824,18.02882353,11.66470588,8.823529412,11.76470588,9.941176471,8.352941176,8.470588235,6.352941176,6.176470588,6.941176471,7.823529412,7.117647059,6.235294118,5.647058824,4.352941176,3.764705882,256.4176471,130.8647059,16.32352941,2.6,11.27647059,72.41176471,208.7294118,5.723529412,18.53529412,87.57058824,139.0764706,102.2647059,41.45882353,8.764705882,23,22,23,30,33,39,316,323,309,310,312,275,428,426,431,421,391,406,422,290,252,142,91,65,256,251,260,269,296,319,64,64,64,65,69,73,367,284,206,140,50,18
2007,IAHC,93.82941176,133.7058824,91.15882353,100.4411765,109.4,97.98235294,50.24705882,9.660588235,15.12823529,20.75764706,22.73588235,21.39176471,18.02882353,11.66470588,8.470588235,11.52941176,9.764705882,8.117647059,8.705882353,6.647058824,5.941176471,6.647058824,7.823529412,6.764705882,6.058823529,5.882352941,4.529411765,3.647058824,263.5470588,119.8941176,16.32352941,2.6,10.67058824,72.41176471,208.7294118,5.858823529,22.75882353,87.57058824,137.2529412,103.6470588,41.45882353,8.764705882,23,22,23,30,33,39,316,323,309,310,312,275,428,426,431,421,391,406,422,290,252,142,91,65,256,251,260,269,296,319,64,64,64,65,69,73,367,284,206,140,50,18
2008,IAHC,102.5117647,136.3764706,102.6823529,100.7352941,115.2117647,97.98235294,50.24705882,9.404117647,15.31529412,20.75882353,22.65705882,21.34941176,18.02882353,11.66470588,8.235294118,11.47058824,9.764705882,8.117647059,9,6.882352941,5.941176471,6.588235294,7.941176471,6.764705882,6,6.176470588,4.705882353,3.647058824,269.8941176,114.5529412,14.55882353,2.535294118,10.57647059,72.41176471,208.7294118,5.182352941,23.5,85.95294118,134.7529412,102.6823529,41.64117647,8.764705882,23,22,23,30,33,39,316,323,309,310,312,275,428,426,431,421,391,406,422,290,252,142,91,65,256,251,260,269,296,319,64,64,64,65,69,73,367,284,206,140,50,18
2000,NECC,71.17058824,103.8764706,82.74705882,77.45294118,75.12352941,86.15294118,72.80588235,11.22470588,16.42470588,21.66764706,24.91647059,23.50705882,20.15764706,10.49411765,8.941176471,9.823529412,9.705882353,8.411764706,7.764705882,5.705882353,6.058823529,5.529411765,6.176470588,6.294117647,5.882352941,4.941176471,4.117647059,3.764705882,217.0647059,96.8,16.96470588,0.947058824,3.7,34.46470588,247.4117647,6.429411765,38.55882353,115.9705882,201.7823529,154.8764706,56.17647059,11.71764706,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,NECC,71.17058824,103.8764706,82.74705882,77.45294118,77.13529412,86.15294118,72.80588235,11.22470588,16.42470588,21.66764706,24.91647059,23.42529412,20.15764706,10.49411765,8.941176471,9.823529412,9.705882353,8.411764706,7.882352941,5.941176471,6.058823529,5.529411765,6.176470588,6.294117647,5.882352941,4.941176471,4.235294118,3.764705882,217.0647059,96.8,16.96470588,0.947058824,3.688235294,34.46470588,247.4117647,6.429411765,38.55882353,115.9705882,201.7823529,148.5235294,55.8,11.71764706,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,NEWC,79.1,68.8,121.5,10.2,60.2,172.1,35.5,10.43352941,15.44117647,21.17529412,24.47647059,23.74470588,17.69235294,11.50117647,10,13,15,3,4,6,3,5,7,11,2,3,5,2,236.8823529,116.9,16.56470588,1.888235294,3.241176471,61.80588235,238.5647059,4.647058824,28.12352941,102.0235294,189.2705882,160.6470588,59.71176471,10.48823529,1,1,1,1,9,9,301,313,360,392,382,331,609,599,559,534,542,575,328,207,153,106,76,52,90,88,81,74,76,94,60,60,63,68,72,74,282,180,140,77,39,16
2006,NEWC,96.1,36.8,53.9,25.7,199.6,146.7,22.3,10.74705882,16.25647059,22.48588235,24.70588235,22.85294118,18.05294118,10.75882353,11,8,9,5,15,10,10,9,4,4,2,8,6,4,231.0235294,104.7117647,6.247058824,0.952941176,2.835294118,65.44705882,247.2882353,6.876470588,41.27647059,130.8176471,195.7882353,142.7294118,46.87647059,10.30588235,1,1,1,1,9,9,301,313,360,392,382,331,609,599,559,534,542,575,328,207,153,106,76,52,90,88,81,74,76,94,60,60,63,68,72,74,282,180,140,77,39,16
